,id_x,player_fifa_api_id_x,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id_y,player_name,player_fifa_api_id_y,height,weight,age
169903,169904,192119,170323,2015-09-21 00:00:00,86.0,90.0,left,medium,medium,14.0,14.0,13.0,32.0,12.0,13.0,19.0,11.0,31.0,23.0,46.0,52.0,61.0,81.0,45.0,36.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,27.0,11.0,18.0,16.0,84.0,87.0,69.0,86.0,88.0,10196,Thibaut Courtois,192119,198,194,23
169925,169926,197698,190854,2015-05-08 00:00:00,66.0,70.0,right,low,high,58.0,52.0,64.0,68.0,65.0,58.0,51.0,53.0,63.0,66.0,63.0,65.0,73.0,67.0,64.0,68.0,64.0,78.0,58.0,61.0,73.0,68.0,51.0,63.0,50.0,64.0,66.0,63.0,12.0,12.0,11.0,13.0,8.0,10197,Thibaut van Acker,197698,180,152,24
169941,169942,207824,304022,2015-03-06 00:00:00,65.0,73.0,right,None,2,34.0,68.0,71.0,57.0,56.0,52.0,48.0,41.0,41.0,63.0,66.0,69.0,55.0,59.0,70.0,72.0,68.0,48.0,65.0,61.0,56.0,23.0,68.0,54.0,72.0,21.0,26.0,25.0,13.0,7.0,7.0,12.0,9.0,10198,Thibaut Vion,207824,182,176,22
169953,169954,45269,7627,2013-02-15 00:00:00,63.0,63.0,right,low,medium,60.0,43.0,68.0,68.0,52.0,63.0,46.0,65.0,64.0,60.0,77.0,69.0,80.0,61.0,74.0,63.0,84.0,77.0,80.0,68.0,73.0,55.0,57.0,43.0,36.0,64.0,62.0,58.0,7.0,6.0,13.0,7.0,6.0,10199,Thierno Bah,45269,175,150,31
169962,169963,150443,46535,2012-02-22 00:00:00,70.0,70.0,right,medium,medium,8.0,7.0,9.0,23.0,9.0,8.0,9.0,11.0,22.0,22.0,46.0,50.0,34.0,61.0,31.0,31.0,67.0,41.0,54.0,14.0,50.0,20.0,11.0,31.0,22.0,11.0,14.0,13.0,70.0,67.0,68.0,71.0,77.0,10200,Thierry Debes,150443,185,159,38
169970,169971,186325,132809,2015-02-20 00:00:00,67.0,69.0,right,medium,medium,57.0,48.0,60.0,63.0,54.0,66.0,50.0,56.0,59.0,67.0,72.0,68.0,64.0,72.0,71.0,64.0,70.0,74.0,71.0,56.0,73.0,70.0,58.0,67.0,58.0,65.0,62.0,59.0,13.0,10.0,9.0,8.0,14.0,10201,Thierry Doubai,186325,177,165,27
169986,169987,112246,33118,2009-02-22 00:00:00,61.0,67.0,right,,_0,57.0,22.0,63.0,61.0,,52.0,,46.0,54.0,62.0,70.0,75.0,,54.0,,26.0,,64.0,60.0,24.0,68.0,60.0,58.0,,62.0,67.0,57.0,,11.0,22.0,54.0,22.0,22.0,10202,Thierry Gathuessi,112246,180,168,27
169990,169991,1625,30626,2015-07-03 00:00:00,79.0,79.0,right,medium,medium,63.0,75.0,59.0,78.0,79.0,82.0,83.0,72.0,62.0,84.0,77.0,72.0,78.0,81.0,56.0,75.0,70.0,54.0,64.0,70.0,61.0,23.0,83.0,83.0,73.0,26.0,25.0,25.0,10.0,12.0,7.0,10.0,10.0,10203,Thierry Henry,1625,187,183,38
170038,170039,193980,180302,2016-04-21 00:00:00,67.0,71.0,left,medium,medium,68.0,54.0,38.0,67.0,45.0,73.0,62.0,57.0,56.0,62.0,85.0,79.0,80.0,60.0,82.0,69.0,72.0,63.0,61.0,58.0,46.0,43.0,62.0,64.0,58.0,35.0,52.0,42.0,9.0,15.0,16.0,15.0,13.0,10204,Thierry Moutinho,193980,177,170,25
170054,170055,202882,254702,2016-04-07 00:00:00,73.0,77.0,right,high,low,63.0,69.0,60.0,63.0,63.0,74.0,51.0,46.0,47.0,74.0,92.0,94.0,90.0,72.0,76.0,85.0,90.0,68.0,71.0,64.0,65.0,35.0,71.0,61.0,57.0,18.0,24.0,20.0,14.0,12.0,12.0,10.0,9.0,10205,Thievy Bifouma,202882,180,163,24
170080,170081,205046,243489,2015-09-21 00:00:00,64.0,69.0,right,high,medium,65.0,33.0,55.0,63.0,33.0,64.0,55.0,40.0,60.0,61.0,68.0,74.0,67.0,63.0,65.0,62.0,70.0,70.0,65.0,35.0,70.0,58.0,53.0,39.0,42.0,63.0,65.0,66.0,10.0,9.0,12.0,13.0,13.0,10206,Thijs Bouma,205046,177,157,23
170084,170085,200256,231652,2014-05-16 00:00:00,63.0,67.0,left,medium,medium,66.0,40.0,52.0,67.0,44.0,63.0,64.0,62.0,69.0,64.0,73.0,65.0,67.0,66.0,57.0,64.0,76.0,68.0,64.0,63.0,67.0,62.0,62.0,45.0,51.0,64.0,62.0,66.0,10.0,14.0,14.0,10.0,11.0,10207,Thilo Leugers,200256,182,161,23
170094,170095,45082,25565,2013-09-20 00:00:00,64.0,64.0,left,medium,low,74.0,29.0,56.0,67.0,57.0,70.0,79.0,36.0,66.0,73.0,55.0,67.0,52.0,59.0,47.0,72.0,61.0,56.0,78.0,54.0,76.0,65.0,57.0,56.0,40.0,49.0,65.0,68.0,12.0,14.0,14.0,14.0,11.0,10208,Thimothee Atouba,45082,190,172,31
170105,170106,190034,150869,2016-05-19 00:00:00,74.0,80.0,left,high,medium,70.0,22.0,67.0,73.0,26.0,63.0,59.0,34.0,66.0,72.0,74.0,77.0,71.0,69.0,56.0,47.0,71.0,83.0,77.0,43.0,81.0,76.0,57.0,58.0,49.0,71.0,77.0,76.0,14.0,6.0,10.0,16.0,7.0,10209,Thimothee Kolodziejczak,190034,185,165,25
170124,170125,209316,384446,2016-03-03 00:00:00,69.0,76.0,right,medium,medium,52.0,48.0,50.0,75.0,62.0,72.0,82.0,69.0,68.0,74.0,75.0,69.0,78.0,60.0,72.0,64.0,69.0,60.0,57.0,66.0,68.0,65.0,63.0,76.0,51.0,58.0,65.0,63.0,6.0,12.0,11.0,10.0,16.0,10210,Thom Haye,209316,177,163,21
170143,170144,229968,661884,2016-03-03 00:00:00,63.0,75.0,right,medium,medium,55.0,47.0,48.0,66.0,53.0,70.0,60.0,50.0,60.0,66.0,77.0,77.0,73.0,55.0,69.0,64.0,60.0,75.0,60.0,41.0,40.0,25.0,55.0,64.0,54.0,38.0,29.0,43.0,10.0,6.0,8.0,15.0,15.0,10211,Thomas Agyepong,229968,165,161,21
170155,170156,183356,93994,2016-01-21 00:00:00,71.0,71.0,right,medium,high,59.0,41.0,63.0,75.0,44.0,48.0,68.0,52.0,76.0,67.0,58.0,62.0,58.0,70.0,62.0,63.0,77.0,92.0,73.0,66.0,72.0,66.0,65.0,72.0,54.0,60.0,73.0,61.0,13.0,11.0,14.0,9.0,15.0,10212,Thomas Ayasse,183356,182,165,29
170170,170171,194892,111193,2015-07-03 00:00:00,63.0,65.0,right,medium,medium,25.0,25.0,25.0,32.0,25.0,25.0,25.0,25.0,34.0,25.0,37.0,29.0,37.0,59.0,52.0,28.0,58.0,23.0,23.0,25.0,21.0,25.0,25.0,20.0,36.0,25.0,25.0,25.0,63.0,60.0,64.0,63.0,66.0,10213,Thomas Bosmel,194892,182,165,27
170188,170189,118054,36031,2016-04-14 00:00:00,71.0,71.0,right,medium,medium,69.0,63.0,53.0,73.0,64.0,78.0,75.0,73.0,65.0,74.0,62.0,61.0,68.0,65.0,82.0,72.0,54.0,76.0,59.0,74.0,39.0,56.0,75.0,79.0,59.0,31.0,58.0,46.0,13.0,15.0,8.0,15.0,12.0,10214,Thomas Broich,118054,182,163,35
170214,170215,202050,243439,2016-04-07 00:00:00,70.0,74.0,right,high,high,51.0,64.0,56.0,71.0,57.0,70.0,69.0,50.0,68.0,70.0,75.0,75.0,74.0,68.0,72.0,66.0,71.0,84.0,62.0,65.0,76.0,59.0,67.0,74.0,48.0,50.0,59.0,59.0,13.0,11.0,13.0,14.0,9.0,10215,Thomas Bruns,202050,177,152,24
170232,170233,156535,32863,2016-04-28 00:00:00,71.0,71.0,right,medium,low,74.0,72.0,53.0,71.0,68.0,73.0,66.0,67.0,69.0,72.0,65.0,67.0,67.0,69.0,73.0,64.0,60.0,71.0,54.0,66.0,65.0,59.0,75.0,74.0,71.0,43.0,52.0,47.0,13.0,8.0,8.0,15.0,15.0,10216,Thomas Buffel,156535,175,150,35
170263,170264,202491,212702,2016-06-02 00:00:00,71.0,77.0,left,medium,medium,60.0,57.0,46.0,80.0,58.0,66.0,66.0,65.0,76.0,74.0,69.0,68.0,83.0,69.0,74.0,59.0,45.0,68.0,33.0,56.0,47.0,55.0,69.0,77.0,56.0,53.0,54.0,47.0,11.0,10.0,11.0,9.0,11.0,10217,Thomas Carroll,202491,177,157,24
170284,170285,18785,38798,2014-03-21 00:00:00,64.0,64.0,right,medium,medium,66.0,60.0,38.0,65.0,68.0,66.0,68.0,70.0,64.0,68.0,63.0,56.0,61.0,61.0,73.0,65.0,45.0,53.0,53.0,70.0,33.0,46.0,68.0,67.0,65.0,26.0,30.0,28.0,13.0,6.0,5.0,5.0,7.0,10218,Thomas Chatelle,18785,175,159,33
170302,170303,171394,27282,2015-12-10 00:00:00,67.0,67.0,right,medium,medium,64.0,67.0,49.0,66.0,68.0,66.0,68.0,66.0,64.0,66.0,74.0,75.0,67.0,69.0,65.0,78.0,67.0,70.0,69.0,70.0,64.0,29.0,65.0,67.0,65.0,37.0,38.0,32.0,8.0,8.0,14.0,13.0,11.0,10219,Thomas Enevoldsen,171394,180,163,28
170328,170329,220602,491016,2016-03-10 00:00:00,53.0,63.0,right,medium,medium,52.0,22.0,49.0,48.0,23.0,57.0,29.0,30.0,36.0,42.0,63.0,59.0,50.0,54.0,62.0,32.0,63.0,56.0,56.0,24.0,56.0,48.0,44.0,39.0,35.0,51.0,56.0,55.0,8.0,11.0,9.0,10.0,10.0,10220,Thomas Fekete,220602,177,165,21
170338,170339,208509,346142,2016-04-28 00:00:00,72.0,79.0,right,high,high,71.0,57.0,56.0,68.0,61.0,73.0,69.0,57.0,66.0,72.0,82.0,78.0,75.0,71.0,73.0,67.0,74.0,87.0,65.0,62.0,66.0,69.0,68.0,68.0,49.0,67.0,68.0,69.0,14.0,6.0,11.0,13.0,10.0,10221,Thomas Foket,208509,177,165,22
170362,170363,210803,422404,2013-11-29 00:00:00,53.0,63.0,right,low,medium,42.0,33.0,55.0,53.0,28.0,48.0,57.0,35.0,48.0,54.0,54.0,53.0,68.0,58.0,73.0,52.0,64.0,54.0,47.0,37.0,58.0,54.0,37.0,47.0,36.0,52.0,56.0,55.0,14.0,15.0,14.0,14.0,12.0,10222,Thomas Goddeeris,210803,177,148,21
170370,170371,204238,279178,2016-05-05 00:00:00,68.0,69.0,right,medium,medium,68.0,55.0,64.0,70.0,59.0,66.0,67.0,68.0,67.0,69.0,76.0,72.0,83.0,67.0,75.0,64.0,43.0,82.0,70.0,60.0,59.0,60.0,65.0,70.0,68.0,47.0,43.0,41.0,11.0,7.0,10.0,16.0,16.0,10223,Thomas Guerbert,204238,172,154,27
170383,170384,200152,181569,2016-01-28 00:00:00,66.0,69.0,right,medium,medium,64.0,61.0,27.0,64.0,57.0,67.0,67.0,69.0,61.0,66.0,78.0,76.0,76.0,63.0,92.0,59.0,79.0,66.0,56.0,62.0,50.0,27.0,64.0,59.0,55.0,22.0,25.0,30.0,16.0,9.0,9.0,12.0,8.0,10224,Thomas Guimaraes Azevedo,200152,172,157,25
170397,170398,188654,179791,2016-05-12 00:00:00,77.0,77.0,right,high,high,41.0,40.0,75.0,56.0,45.0,51.0,40.0,31.0,61.0,61.0,65.0,68.0,60.0,75.0,60.0,60.0,77.0,65.0,76.0,36.0,79.0,81.0,41.0,35.0,39.0,81.0,81.0,81.0,7.0,6.0,10.0,15.0,10.0,10225,Thomas Heurtaux,188654,185,176,28
170431,170432,51264,30628,2013-07-12 00:00:00,73.0,73.0,left,high,high,74.0,65.0,73.0,76.0,80.0,65.0,70.0,76.0,75.0,74.0,54.0,64.0,62.0,76.0,65.0,91.0,71.0,66.0,77.0,85.0,81.0,74.0,67.0,73.0,70.0,64.0,74.0,71.0,8.0,12.0,9.0,5.0,10.0,10226,Thomas Hitzlsperger,51264,182,181,31
170444,170445,200521,212714,2016-04-28 00:00:00,74.0,77.0,left,medium,low,73.0,68.0,40.0,65.0,44.0,78.0,73.0,72.0,57.0,77.0,82.0,79.0,86.0,72.0,81.0,66.0,55.0,70.0,41.0,68.0,38.0,30.0,75.0,66.0,68.0,22.0,24.0,21.0,9.0,12.0,15.0,8.0,8.0,10227,Thomas Ince,200521,177,146,24
170474,170475,49170,26113,2016-02-11 00:00:00,70.0,70.0,right,medium,medium,73.0,54.0,62.0,74.0,67.0,70.0,72.0,67.0,72.0,72.0,60.0,55.0,66.0,71.0,70.0,70.0,75.0,81.0,64.0,66.0,66.0,54.0,62.0,75.0,59.0,51.0,48.0,45.0,7.0,12.0,13.0,7.0,6.0,10228,Thomas Kahlenberg,49170,182,170,33
170504,170505,188400,131408,2015-09-21 00:00:00,69.0,76.0,right,medium,medium,18.0,14.0,10.0,32.0,17.0,11.0,11.0,17.0,32.0,16.0,47.0,35.0,43.0,66.0,42.0,21.0,65.0,35.0,62.0,15.0,28.0,17.0,18.0,39.0,24.0,11.0,11.0,17.0,71.0,68.0,66.0,65.0,75.0,10229,Thomas Kaminski,188400,193,154,23
170520,170521,158657,27255,2016-04-07 00:00:00,69.0,69.0,right,medium,medium,14.0,13.0,15.0,23.0,11.0,14.0,15.0,14.0,33.0,21.0,45.0,49.0,45.0,68.0,38.0,21.0,63.0,38.0,69.0,14.0,39.0,25.0,15.0,22.0,16.0,13.0,14.0,15.0,70.0,70.0,67.0,68.0,67.0,10230,Thomas Kessler,158657,198,203,30
170538,170539,201329,30031,2016-04-07 00:00:00,67.0,69.0,right,high,medium,71.0,58.0,51.0,73.0,58.0,70.0,76.0,75.0,69.0,72.0,68.0,65.0,83.0,68.0,58.0,62.0,65.0,73.0,52.0,62.0,51.0,52.0,68.0,67.0,76.0,46.0,44.0,44.0,14.0,7.0,12.0,12.0,8.0,10231,Thomas Kind Bendiksen,201329,182,168,27
170570,170571,11998,38167,2014-09-18 00:00:00,62.0,62.0,right,medium,medium,46.0,43.0,69.0,50.0,24.0,31.0,31.0,32.0,44.0,49.0,40.0,45.0,30.0,59.0,32.0,55.0,69.0,55.0,72.0,36.0,66.0,58.0,42.0,41.0,47.0,62.0,62.0,61.0,7.0,7.0,15.0,7.0,6.0,10232,Thomas Kleine,11998,190,181,37
170587,170588,193124,186951,2016-03-10 00:00:00,59.0,61.0,right,medium,medium,18.0,18.0,62.0,35.0,28.0,15.0,25.0,13.0,20.0,34.0,74.0,68.0,60.0,59.0,54.0,57.0,73.0,58.0,74.0,19.0,68.0,60.0,18.0,43.0,31.0,49.0,65.0,55.0,15.0,16.0,11.0,16.0,11.0,10233,Thomas Konrad,193124,182,168,27
170601,170602,233711,660154,2016-04-14 00:00:00,59.0,69.0,left,medium,medium,33.0,33.0,64.0,63.0,38.0,41.0,70.0,72.0,69.0,56.0,59.0,64.0,50.0,51.0,62.0,76.0,64.0,62.0,63.0,63.0,32.0,60.0,24.0,59.0,45.0,61.0,62.0,64.0,15.0,12.0,15.0,14.0,13.0,10234,Thomas Kotte,233711,182,170,20
170603,170604,179954,36878,2015-11-06 00:00:00,76.0,77.0,right,medium,medium,14.0,14.0,13.0,35.0,13.0,13.0,11.0,12.0,28.0,21.0,49.0,52.0,45.0,74.0,39.0,23.0,73.0,35.0,68.0,16.0,40.0,20.0,13.0,25.0,18.0,13.0,19.0,20.0,84.0,74.0,54.0,66.0,84.0,10235,Thomas Kraft,179954,187,172,27
170628,170629,164626,26813,2015-12-24 00:00:00,70.0,70.0,right,medium,medium,63.0,52.0,58.0,76.0,50.0,64.0,64.0,54.0,70.0,71.0,62.0,58.0,47.0,75.0,52.0,73.0,76.0,85.0,76.0,59.0,73.0,70.0,64.0,66.0,61.0,65.0,62.0,52.0,14.0,10.0,13.0,12.0,14.0,10236,Thomas Kristensen,164626,187,174,32
170648,170649,208018,278838,2015-09-21 00:00:00,69.0,76.0,right,medium,medium,49.0,51.0,65.0,72.0,36.0,66.0,45.0,33.0,63.0,70.0,74.0,66.0,60.0,66.0,63.0,66.0,62.0,72.0,71.0,56.0,73.0,67.0,50.0,63.0,40.0,70.0,66.0,72.0,8.0,15.0,15.0,16.0,12.0,10237,Thomas Lam,208018,187,168,22
170663,170664,213565,468931,2016-04-28 00:00:00,74.0,85.0,left,medium,medium,77.0,69.0,52.0,72.0,55.0,77.0,76.0,74.0,64.0,75.0,82.0,82.0,80.0,69.0,83.0,74.0,72.0,73.0,64.0,71.0,63.0,65.0,69.0,68.0,56.0,61.0,59.0,63.0,11.0,15.0,13.0,7.0,14.0,10238,Thomas Lemar,213565,170,128,21
170681,170682,45437,41869,2016-05-12 00:00:00,72.0,72.0,left,medium,high,40.0,12.0,68.0,53.0,28.0,45.0,39.0,33.0,58.0,57.0,55.0,51.0,60.0,68.0,62.0,71.0,79.0,55.0,72.0,43.0,78.0,76.0,29.0,36.0,46.0,75.0,74.0,76.0,12.0,11.0,6.0,12.0,12.0,10239,Thomas Manfredini,45437,180,159,36
170718,170719,178160,41098,2016-04-21 00:00:00,73.0,73.0,left,medium,medium,68.0,69.0,65.0,76.0,65.0,68.0,72.0,76.0,74.0,74.0,66.0,65.0,69.0,71.0,61.0,77.0,69.0,76.0,73.0,72.0,71.0,71.0,65.0,73.0,73.0,65.0,73.0,69.0,13.0,12.0,9.0,13.0,15.0,10240,Thomas Mangani,178160,182,176,29
170745,170746,176019,131530,2015-11-26 00:00:00,72.0,72.0,right,medium,medium,72.0,72.0,47.0,73.0,69.0,72.0,74.0,71.0,70.0,74.0,62.0,67.0,75.0,69.0,72.0,70.0,52.0,84.0,57.0,73.0,48.0,52.0,74.0,72.0,63.0,29.0,35.0,38.0,11.0,6.0,9.0,6.0,10.0,10241,Thomas Matton,176019,177,159,30
170769,170770,202371,277771,2016-04-28 00:00:00,75.0,78.0,right,high,high,76.0,71.0,71.0,74.0,66.0,76.0,69.0,56.0,71.0,74.0,73.0,81.0,64.0,78.0,49.0,75.0,72.0,90.0,86.0,73.0,73.0,66.0,74.0,71.0,65.0,66.0,78.0,76.0,8.0,13.0,15.0,6.0,9.0,10242,Thomas Meunier,202371,190,194,25
170797,170798,189596,116772,2016-05-12 00:00:00,86.0,88.0,right,high,high,79.0,89.0,82.0,83.0,83.0,78.0,81.0,59.0,77.0,81.0,76.0,78.0,77.0,91.0,73.0,74.0,81.0,90.0,68.0,80.0,57.0,58.0,94.0,85.0,82.0,32.0,41.0,44.0,6.0,7.0,11.0,14.0,14.0,10243,Thomas Mueller,189596,185,165,27
170826,170827,229155,660136,2016-03-17 00:00:00,62.0,75.0,left,medium,medium,62.0,39.0,43.0,67.0,48.0,61.0,70.0,65.0,64.0,65.0,67.0,65.0,70.0,58.0,70.0,60.0,59.0,63.0,58.0,65.0,51.0,39.0,57.0,65.0,40.0,59.0,60.0,58.0,7.0,12.0,13.0,7.0,12.0,10244,Thomas Ouwejan,229155,182,159,20
170833,170834,179509,94280,2016-02-11 00:00:00,70.0,70.0,right,low,medium,35.0,26.0,76.0,55.0,37.0,49.0,34.0,38.0,53.0,51.0,49.0,30.0,33.0,56.0,32.0,52.0,69.0,53.0,90.0,54.0,85.0,69.0,33.0,51.0,48.0,65.0,71.0,66.0,7.0,9.0,14.0,9.0,16.0,10245,Thomas Phibel,179509,190,203,30
170846,170847,183792,114068,2014-11-14 00:00:00,60.0,62.0,right,medium,high,58.0,25.0,54.0,54.0,20.0,55.0,28.0,25.0,50.0,55.0,63.0,64.0,65.0,63.0,61.0,31.0,63.0,65.0,72.0,20.0,80.0,59.0,44.0,49.0,23.0,52.0,58.0,62.0,6.0,12.0,14.0,5.0,13.0,10246,Thomas Piermayr,183792,180,170,25
170866,170867,210237,355362,2016-05-05 00:00:00,66.0,74.0,right,medium,medium,56.0,57.0,50.0,68.0,50.0,72.0,68.0,67.0,59.0,74.0,78.0,77.0,87.0,60.0,82.0,57.0,62.0,64.0,51.0,40.0,59.0,53.0,54.0,65.0,60.0,45.0,51.0,52.0,12.0,14.0,8.0,8.0,9.0,10247,Thomas Pledl,210237,172,159,22
170886,170887,207989,295068,2015-03-27 00:00:00,58.0,69.0,right,medium,medium,54.0,60.0,55.0,60.0,41.0,63.0,49.0,28.0,53.0,60.0,66.0,74.0,59.0,54.0,73.0,55.0,70.0,62.0,60.0,53.0,39.0,35.0,56.0,55.0,58.0,28.0,36.0,27.0,7.0,11.0,7.0,8.0,9.0,10248,Thomas Reilly,207989,170,137,21
170896,170897,158871,8800,2015-10-02 00:00:00,61.0,61.0,right,medium,medium,67.0,46.0,48.0,65.0,55.0,61.0,31.0,56.0,59.0,60.0,50.0,59.0,64.0,52.0,66.0,58.0,78.0,54.0,71.0,46.0,56.0,64.0,48.0,53.0,56.0,58.0,64.0,65.0,14.0,14.0,13.0,11.0,11.0,10249,Thomas Reinmann,158871,175,163,32
170915,170916,224834,598091,2016-02-11 00:00:00,59.0,70.0,left,medium,medium,62.0,30.0,50.0,50.0,38.0,59.0,41.0,36.0,46.0,55.0,65.0,61.0,56.0,59.0,64.0,35.0,54.0,64.0,64.0,32.0,59.0,61.0,55.0,41.0,45.0,54.0,59.0,63.0,10.0,12.0,9.0,13.0,10.0,10250,Thomas Robson,224834,177,165,21
170921,170922,185316,79160,2016-06-30 00:00:00,73.0,75.0,right,medium,medium,46.0,15.0,74.0,60.0,30.0,44.0,37.0,25.0,64.0,60.0,45.0,54.0,49.0,74.0,41.0,47.0,62.0,63.0,80.0,33.0,67.0,78.0,36.0,48.0,44.0,78.0,78.0,67.0,9.0,6.0,14.0,16.0,8.0,10251,Thomas Rogne,185316,190,190,26
170952,170953,173987,29049,2016-04-21 00:00:00,64.0,64.0,left,high,medium,59.0,12.0,63.0,58.0,12.0,63.0,52.0,13.0,55.0,62.0,52.0,55.0,44.0,64.0,54.0,18.0,63.0,58.0,60.0,13.0,63.0,66.0,19.0,55.0,11.0,67.0,66.0,65.0,15.0,16.0,9.0,15.0,15.0,10252,Thomas Scobbie,173987,182,154,28
170970,170971,135594,23794,2015-12-24 00:00:00,71.0,71.0,right,medium,medium,18.0,17.0,13.0,26.0,12.0,12.0,15.0,12.0,19.0,21.0,30.0,34.0,27.0,74.0,29.0,24.0,58.0,40.0,77.0,13.0,39.0,6.0,12.0,53.0,24.0,14.0,14.0,13.0,70.0,65.0,72.0,74.0,74.0,10253,Thomas Sorensen,135594,195,196,39
170991,170992,222883,512740,2016-02-25 00:00:00,72.0,79.0,right,high,medium,69.0,68.0,67.0,71.0,70.0,75.0,72.0,39.0,61.0,75.0,81.0,83.0,82.0,72.0,73.0,67.0,70.0,64.0,64.0,71.0,61.0,43.0,73.0,70.0,66.0,41.0,42.0,35.0,10.0,14.0,9.0,12.0,8.0,10254,Thomas Toure,222883,175,165,23
171000,171001,157304,26005,2016-05-12 00:00:00,80.0,80.0,left,high,medium,63.0,56.0,84.0,78.0,56.0,61.0,61.0,66.0,74.0,69.0,72.0,68.0,66.0,76.0,60.0,84.0,93.0,60.0,79.0,71.0,77.0,76.0,41.0,63.0,66.0,81.0,82.0,82.0,9.0,10.0,7.0,11.0,15.0,10255,Thomas Vermaelen,157304,182,176,31
171033,171034,209644,277348,2016-02-18 00:00:00,60.0,69.0,right,medium,medium,14.0,15.0,18.0,26.0,16.0,17.0,10.0,18.0,28.0,19.0,54.0,59.0,37.0,58.0,58.0,14.0,50.0,19.0,57.0,15.0,24.0,24.0,16.0,13.0,20.0,15.0,13.0,14.0,61.0,56.0,55.0,60.0,67.0,10256,Thomas Vincensini,209644,182,174,23
171045,171046,193236,174630,2014-06-06 00:00:00,56.0,60.0,right,low,medium,47.0,31.0,59.0,46.0,30.0,48.0,32.0,30.0,30.0,47.0,56.0,63.0,41.0,61.0,59.0,63.0,53.0,66.0,70.0,41.0,57.0,55.0,32.0,48.0,42.0,54.0,56.0,55.0,11.0,14.0,8.0,13.0,6.0,10257,Thomas Welnicki,193236,185,170,24
171056,171057,198782,181071,2015-05-15 00:00:00,66.0,68.0,right,medium,medium,48.0,22.0,65.0,66.0,33.0,45.0,37.0,43.0,61.0,65.0,59.0,64.0,57.0,65.0,57.0,55.0,64.0,75.0,74.0,42.0,72.0,69.0,47.0,58.0,56.0,62.0,66.0,59.0,9.0,12.0,13.0,9.0,11.0,10258,Thomas Wils,198782,180,148,25
171069,171070,209989,434325,2016-04-28 00:00:00,74.0,81.0,right,medium,high,43.0,54.0,66.0,77.0,38.0,59.0,52.0,41.0,69.0,73.0,61.0,65.0,54.0,67.0,55.0,71.0,82.0,85.0,83.0,63.0,74.0,75.0,58.0,62.0,46.0,59.0,81.0,76.0,11.0,13.0,9.0,9.0,7.0,10259,Thomas,209989,185,161,23
171088,171089,45721,36007,2015-02-20 00:00:00,69.0,69.0,right,medium,high,64.0,55.0,63.0,69.0,58.0,62.0,45.0,58.0,66.0,67.0,54.0,47.0,64.0,71.0,66.0,78.0,65.0,75.0,76.0,65.0,81.0,69.0,59.0,59.0,76.0,68.0,71.0,67.0,8.0,8.0,11.0,12.0,9.0,10260,Thorben Marx,45721,182,183,34
171104,171105,203486,264190,2016-04-28 00:00:00,78.0,83.0,right,high,medium,74.0,71.0,38.0,76.0,75.0,84.0,80.0,73.0,74.0,79.0,79.0,76.0,85.0,75.0,81.0,77.0,64.0,68.0,57.0,76.0,62.0,39.0,73.0,80.0,73.0,28.0,39.0,35.0,6.0,9.0,7.0,7.0,8.0,10261,Thorgan Hazard,203486,175,152,23
171138,171139,9273,33857,2013-09-20 00:00:00,67.0,67.0,right,high,medium,68.0,66.0,71.0,62.0,67.0,61.0,63.0,58.0,48.0,71.0,54.0,62.0,64.0,70.0,47.0,75.0,75.0,63.0,78.0,65.0,52.0,25.0,61.0,56.0,72.0,22.0,27.0,25.0,13.0,11.0,5.0,15.0,7.0,10262,Thorstein Helstad,9273,187,190,36
171153,171154,182743,36479,2016-03-17 00:00:00,65.0,65.0,left,medium,medium,9.0,14.0,10.0,35.0,11.0,19.0,20.0,10.0,28.0,19.0,35.0,33.0,39.0,57.0,41.0,22.0,64.0,28.0,66.0,9.0,28.0,7.0,8.0,28.0,21.0,12.0,15.0,5.0,68.0,62.0,61.0,63.0,71.0,10263,Thorsten Kirschbaum,182743,193,198,29
171180,171181,202746,209225,2016-04-14 00:00:00,74.0,75.0,right,medium,medium,45.0,50.0,46.0,82.0,47.0,76.0,66.0,43.0,64.0,82.0,85.0,83.0,83.0,72.0,92.0,50.0,64.0,86.0,32.0,44.0,65.0,80.0,66.0,70.0,49.0,55.0,74.0,48.0,7.0,14.0,14.0,12.0,10.0,10264,Thulani Serero,202746,165,137,26
171213,171214,193460,150272,2016-04-14 00:00:00,65.0,69.0,right,medium,low,60.0,65.0,61.0,61.0,56.0,69.0,55.0,47.0,48.0,66.0,71.0,79.0,69.0,65.0,69.0,72.0,67.0,65.0,67.0,53.0,52.0,34.0,64.0,57.0,46.0,18.0,30.0,16.0,8.0,16.0,13.0,12.0,11.0,10265,Tiago Almeida,193460,182,172,26
